id,category,difficulty,question_type,question,gold_summary,gold_key_points,decision,legal_caution,requires_multi_hop,unanswerable,gold_documents,gold_quotations,claim_evidence_mapping,decision_should_identify,decision_should_warn_about,decision_should_not_claim
B11,Trader Status,medium,scenario_application,Can an influencer be a trader without being incorporated as a company?,"Yes. The brief expressly discusses natural persons and one-person businesses, including people who have not registered a business.",natural persons can be traders | company incorporation is not decisive,yes,,False,False,Legal brief #3: When is an influencer a 'trader'?,B11-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],natural persons can be traders -> B11-Q1,,,
B12,Trader Status,hard,case_law,Does selling eight items online automatically make someone a trader under Kamenova?,No. The brief says the Kamenova criteria are not a mechanical checklist and that selling eight items did not automatically establish trader status.,Kamenova criteria are contextual | eight sales alone were not automatically decisive,no,,False,False,Legal brief #3: When is an influencer a 'trader'?,B12-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],Kamenova criteria are contextual -> B12-Q1,,,
B13,Trader Status,hard,case_law,What kinds of factors did the Kamenova case identify as potentially relevant to trader status?,"Relevant factors include organisation of sales, profit intention, expertise, legal status, VAT, remuneration or incentives, resale activity, product type/value and concentration of the offer.","multiple contextual factors matter | VAT is one factor, not a standalone test",depends,,False,False,Legal brief #3: When is an influencer a 'trader'?,B13-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],multiple contextual factors matter -> B13-Q1,,,
B14,Trader Status,medium,scenario_application,I am not VAT-registered. Does that alone mean I cannot be a trader?,"No. VAT status is one factor mentioned in Kamenova, but the brief explicitly presents multiple factors and says the test is not a yes-or-no checklist.",VAT is only one factor | absence of VAT registration is not automatically decisive,no,,False,False,Legal brief #3: When is an influencer a 'trader'?,B14-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],VAT is only one factor -> B14-Q1,,,
B15,Trader Status,medium,scenario_application,I receive free products and invitations regularly but little direct cash. Could that still be relevant to trader status?,"Yes. The brief says regular content activity can involve money or other benefits such as invitations, gifts and discounts.",non-cash benefits can matter | regularity is relevant,potentially yes,,False,False,Legal brief #3: When is an influencer a 'trader'?,B15-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],non-cash benefits can matter -> B15-Q1,,,
B16,Trader Status,hard,scenario_application,A creator reviews a gadget sent by a company and receives no money. Why could the review still be a commercial practice?,The brief gives reviews of products sent by companies as an example of communication that can be a commercial practice towards consumers.,product review can be commercial | company-provided product is relevant,potentially,,False,False,Legal brief #3: When is an influencer a 'trader'?,B16-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],product review can be commercial -> B16-Q1,,,
B17,Trader Status,medium,fact_retrieval,Can an agreement made through Instagram DMs potentially form a contract?,Yes. The brief says a meeting of the minds can form a contract and expressly includes agreements expressed in social-media direct messages.,DM agreements can be contracts | clear offer and acceptance are relevant,potentially yes,,False,False,Legal brief #3: When is an influencer a 'trader'?,B17-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],DM agreements can be contracts -> B17-Q1,,,
B18,Trader Status,hard,decision_support,A brand offers me eight paid posts through Instagram DMs. What should I do to reduce uncertainty about the agreement?,The brief recommends considering a more formal written/electronically signed agreement because messages may disappear and formal documentation can help prove the agreement.,document the agreement formally | preserve evidence of terms,use a formal written agreement,,False,False,Legal brief #3: When is an influencer a 'trader'?,B18-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],document the agreement formally -> B18-Q1,terms | evidence | payment and deliverables,contract law is not harmonised at EU level,
B19,Trader Status,hard,comparison,Why is the Kamenova list better treated as a set of factors than as a checklist?,The brief expressly says the criteria do not end in a yes-or-no answer; they help assess specific situations.,criteria are contextual | no single factor automatically decides trader status,context-dependent,,False,False,Legal brief #3: When is an influencer a 'trader'?,B19-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],criteria are contextual -> B19-Q1,,,
B20,Trader Status,hard,scenario_application,A creator has a growing number of paid collaborations and regularly monetises content. What direction does the Hub suggest for trader status?,"Regular, increasingly commercial monetisation makes trader status more likely.",regular commercial activity | repeated monetisation,likely trader,,False,False,Legal brief #3: When is an influencer a 'trader'?,B20-Q1: European consumer law does not have a clear legal definition for influencers. [Legal brief #3: When is an influencer a 'trader'?],regular commercial activity -> B20-Q1,,,
C21,Advertising Disclosure,easy,fact_retrieval,When should an influencer make clear that content is advertising?,"Where the influencer is making advertising content, the audience should understand that it is advertising.",advertising content should be recognisable as advertising,yes,,False,False,Legal brief #6: How to disclose advertising on social media,C21-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],advertising content should be recognisable as advertising -> C21-Q1,,,
C22,Advertising Disclosure,easy,scenario_application,I receive money to post a sponsored Instagram Story. Do I need a disclosure?,Yes. Paid endorsements are within the advertising models described and advertising disclosures are expected.,paid endorsement | disclosure expected,yes,,False,False,Legal brief #6: How to disclose advertising on social media,C22-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],paid endorsement -> C22-Q1,,,
C23,Advertising Disclosure,easy,scenario_application,A brand gives me a free hotel room in exchange for promotion. Does the Hub treat this as potentially requiring disclosure?,Yes. Barter arrangements such as free hotel rooms in exchange for advertising are covered.,free hotel stay can be barter | advertising disclosure is expected,yes,,False,False,Legal brief #6: How to disclose advertising on social media,C23-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],free hotel stay can be barter -> C23-Q1,,,
C24,Advertising Disclosure,easy,scenario_application,A creator receives a free video game from a company and is expected to promote it. Is this potentially commercial content?,Yes. The brief specifically uses a free video game and other PR activities as examples of barter.,gifted goods/services can be barter | commercial benefit can trigger disclosure,potentially yes,,False,False,Legal brief #6: How to disclose advertising on social media,C24-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],gifted goods/services can be barter -> C24-Q1,,,
C25,Advertising Disclosure,medium,scenario_application,I earn a percentage of sales through an affiliate link. Is that treated as advertising in the Hub?,Affiliate marketing is one of the monetisation models and advertising disclosures are expected for it.,affiliate commission | affiliate marketing should be disclosed,yes,,False,False,Legal brief #6: How to disclose advertising on social media,C25-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],affiliate commission -> C25-Q1,,,
C26,Advertising Disclosure,medium,scenario_application,A PR package arrives without an explicit instruction to post. Should the creator consider disclosure if they feature the products?,Yes. The brief says PR packages can carry an implicit advertising expectation and recommends considering disclosure.,PR packages can create an implicit advertising expectation | disclosure is safer when featured,consider disclosure,,False,False,Legal brief #6: How to disclose advertising on social media,C26-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],PR packages can create an implicit advertising expectation -> C26-Q1,,,
C27,Advertising Disclosure,hard,scenario_application,A creator receives a complimentary haircut and posts a positive video about the salon. Is the free service potentially relevant to disclosure?,Yes. The brief expressly includes a gifted haircut as an example of a service with asset value connected to advertising.,free service can be a benefit with asset value | advertising link matters,potentially yes,,False,False,Legal brief #6: How to disclose advertising on social media,C27-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],free service can be a benefit with asset value -> C27-Q1,,,
C28,Advertising Disclosure,hard,conceptual,What is an 'advertorial' in the context described by the Hub?,"It is content that can look objective or organic but actually includes advertising, creating a risk of misleading consumers.",advertorial can look like ordinary content | undisclosed advertorials are prohibited under the cited UCPD provision,must be disclosed,,False,False,Legal brief #6: How to disclose advertising on social media,C28-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],advertorial can look like ordinary content -> C28-Q1,,,
C29,Advertising Disclosure,hard,fact_retrieval,What does UCPD Annex point 11 prohibit according to the advertising brief?,It prohibits undisclosed advertorials where the relevant advertising relationship is not disclosed.,point 11 addresses advertorials | undisclosed advertorials are prohibited,prohibited,,False,False,Legal brief #6: How to disclose advertising on social media,C29-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],point 11 addresses advertorials -> C29-Q1,,,
C30,Advertising Disclosure,medium,scenario_application,"If I receive a benefit but it is not cash, does the Hub say disclosure is unnecessary?","No. The brief expressly extends disclosure expectations to gifted products, services and other benefits.",non-cash benefits can trigger disclosure | cash is not the only relevant consideration,no,,False,False,Legal brief #6: How to disclose advertising on social media,C30-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],non-cash benefits can trigger disclosure -> C30-Q1,,,
C31,Advertising Disclosure,medium,scenario_application,"Is a disclosure still relevant when the content is temporary, such as an Instagram Story?","Yes. Endorsements can include temporary content, and advertising disclosures are expected for advertising content.",temporary content can be advertising | disclosure applies,yes,,False,False,Legal brief #6: How to disclose advertising on social media,C31-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],temporary content can be advertising -> C31-Q1,,,
C32,Advertising Disclosure,hard,decision_support,Where should I put an advertising disclosure so consumers can easily see it?,The brief recommends placing it where consumers can easily spot it and warns against requiring them to scroll or click 'read more'.,disclosure should be easily visible | avoid hidden/low-visibility placement,make it prominent,,False,False,Legal brief #6: How to disclose advertising on social media,C32-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],disclosure should be easily visible -> C32-Q1,placement | visibility | platform tools,national authorities may have additional expectations,
C33,Advertising Disclosure,hard,scenario_application,I put '#ad' at the very end of a long Instagram caption. Is that necessarily safe?,Not necessarily. The brief warns that disclosures at the end of long captions may not be easily seen.,visibility matters | end-of-caption disclosure may be inadequate,not necessarily,,False,False,Legal brief #6: How to disclose advertising on social media,C33-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],visibility matters -> C33-Q1,,,
C34,Advertising Disclosure,hard,scenario_application,I mention that a video is an ad only in the final seconds. Could that be a problem?,"Yes. If consumers do not watch the whole video, they may not see the disclosure; the brief therefore stresses easy visibility.",disclosure must be easy to see | video-only disclosure can be missed,potential problem,,False,False,Legal brief #6: How to disclose advertising on social media,C34-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],disclosure must be easy to see -> C34-Q1,,,
C35,Advertising Disclosure,medium,comparison,Is using a platform's paid-partnership label the only possible disclosure method?,No. The brief mentions platform features as an easy option but also discusses clear words or hashtags in visible places.,platform features are one option | clear words/hashtags can also be used,no,,False,False,Legal brief #6: How to disclose advertising on social media,C35-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],platform features are one option -> C35-Q1,,,
C36,Advertising Disclosure,hard,comparison,Why might '#partner' or '#ambassador' be less clear than an explicit advertising disclosure?,The brief says disclosures should leave no interpretation that the content is advertising and notes that generic terms can be used differently.,clarity is the key criterion | ambiguous terminology may leave room for interpretation,use an unambiguous disclosure,,False,False,Legal brief #6: How to disclose advertising on social media,C36-Q1: you need to make sure your audiences understand that it’s advertising. [Legal brief #6: How to disclose advertising on social media],clarity is the key criterion -> C36-Q1,,,
D37,Content Monetisation,easy,fact_retrieval,What three influencer-marketing deal types are highlighted in the Hub?,"Endorsements, barters and affiliate marketing are highlighted.",endorsement | barter | affiliate marketing,three main types,,False,False,Legal brief #5: Content monetisation business models and best practices,D37-Q1: the creator economy revolves around five main business models [Legal brief #5: Content monetisation business models and best practices],endorsement -> D37-Q1,,,
D38,Content Monetisation,easy,conceptual,What is an endorsement in the Hub's monetisation model?,An endorsement involves receiving money to create advertising content.,money exchanged for advertising,endorsement,,False,False,Legal brief #5: Content monetisation business models and best practices,D38-Q1: the creator economy revolves around five main business models [Legal brief #5: Content monetisation business models and best practices],money exchanged for advertising -> D38-Q1,,,
D39,Content Monetisation,easy,conceptual,What is barter in influencer marketing?,Barter involves receiving goods or services in exchange for advertising or promotion.,goods/services exchanged for advertising,barter,,False,False,Legal brief #5: Content monetisation business models and best practices,D39-Q1: the creator economy revolves around five main business models [Legal brief #5: Content monetisation business models and best practices],goods/services exchanged for advertising -> D39-Q1,,,
D40,Content Monetisation,easy,conceptual,What is affiliate marketing?,"The influencer receives a percentage or commission based on sales driven, often tracked through a link or discount code.",commission based on sales | affiliate link/discount code,affiliate marketing,,False,False,Legal brief #5: Content monetisation business models and best practices,D40-Q1: the creator economy revolves around five main business models [Legal brief #5: Content monetisation business models and best practices],commission based on sales -> D40-Q1,,,
D41,Content Monetisation,medium,comparison,How does affiliate marketing differ from an endorsement?,"An endorsement is described as payment for creating ads, whereas affiliate marketing is tied to a percentage of sales driven.",payment structure differs | affiliate model depends on sales,depends on arrangement,,False,False,Legal brief #5: Content monetisation business models and best practices,D41-Q1: the creator economy revolves around five main business models [Legal brief #5: Content monetisation business models and best practices],payment structure differs -> D41-Q1,,,
D42,Content Monetisation,medium,scenario_application,A brand gives me clothing and asks me to post about it. Which monetisation model best fits the Hub?,This is a barter/gifted-product arrangement if the goods are provided in exchange for promotion.,goods exchanged for advertising | barter,barter,,False,False,Legal brief #5: Content monetisation business models and best practices,D42-Q1: the creator economy revolves around five main business models [Legal brief #5: Content monetisation business models and best practices],goods exchanged for advertising -> D42-Q1,,,
D43,Content Monetisation,medium,scenario_application,A creator is invited on a brand trip and the brand expects social promotion. Can this fall within barter?,Yes. The advertising brief explains that brand trips and PR packages can be barters where the brand expects advertising benefit.,brand trip | expected advertising benefit,potentially barter,,False,False,Legal brief #5: Content monetisation business models and best practices,D43-Q1: the creator economy revolves around five main business models [Legal brief #5: Content monetisation business models and best practices],brand trip -> D43-Q1,,,
D44,Content Monetisation,hard,scenario_application,Can one post involve more than one influencer-marketing model?,"Yes. Influencer-marketing activities can combine models, so a single post may involve multiple forms of commercial relationship.",models can overlap | do not assume one exclusive category,yes,,False,False,Legal brief #5: Content monetisation business models and best practices,D44-Q1: the creator economy revolves around five main business models [Legal brief #5: Content monetisation business models and best practices],models can overlap -> D44-Q1,,,
D45,Content Monetisation,hard,decision_support,I am unsure whether a free product is a gift or part of a commercial arrangement. What fact should I examine?,Examine whether the product/service was provided in connection with an expectation or purpose of advertising benefit.,purpose of the benefit | brand expectation,depends on the relationship,,False,False,Legal brief #5: Content monetisation business models and best practices,D45-Q1: the creator economy revolves around five main business models [Legal brief #5: Content monetisation business models and best practices],purpose of the benefit -> D45-Q1,agreement or expectation | nature of benefit,facts matter,
D46,Content Monetisation,hard,comparison,Why should an influencer distinguish between a casual gift and a product provided for advertising purposes?,The legal significance depends on the connection between the benefit and advertising activity; the Hub treats benefits connected to advertising as relevant to disclosure.,connection between benefit and advertising | commercial purpose,depends,,False,False,Legal brief #5: Content monetisation business models and best practices,D46-Q1: the creator economy revolves around five main business models [Legal brief #5: Content monetisation business models and best practices],connection between benefit and advertising -> D46-Q1,,,
E47,Influencers as Sellers,easy,fact_retrieval,When does Legal Brief #8 say an influencer needs to provide consumer information?,When acting as a trader and selling goods or services directly to consumers.,trader selling directly to consumers | information duties,yes,,False,False,Legal brief #7: Influencers as sellers - non-conformity issues with goods and services,E47-Q1: these products need to comply with certain standards. [Legal brief #7: Influencers as sellers - non-conformity issues with goods and services],trader selling directly to consumers -> E47-Q1,,,
E48,Influencers as Sellers,easy,fact_retrieval,What is the basic conformity principle for goods sold by an influencer?,"Goods should match the contractual description, type, quantity, quality and other agreed features.",goods must conform to the sales contract,yes,,False,False,Legal brief #7: Influencers as sellers - non-conformity issues with goods and services,E48-Q1: these products need to comply with certain standards. [Legal brief #7: Influencers as sellers - non-conformity issues with goods and services],goods must conform to the sales contract -> E48-Q1,,,
E49,Influencers as Sellers,medium,scenario_application,"I advertise a hoodie as having four pockets, but customers receive a two-pocket version. What issue does this raise?",It can be a conformity problem because the goods should have the characteristics promised in the contract.,advertised/contracted characteristics matter | goods must conform,non-conformity,,False,False,Legal brief #7: Influencers as sellers - non-conformity issues with goods and services,E49-Q1: these products need to comply with certain standards. [Legal brief #7: Influencers as sellers - non-conformity issues with goods and services],advertised/contracted characteristics matter -> E49-Q1,,,
E50,Influencers as Sellers,medium,scenario_application,"A customer tells me they need a camera for diving and I say my product is suitable, but it is not waterproof. What issue may arise?",The product may fail a particular-purpose conformity requirement if that purpose was communicated and accepted.,particular purpose communicated | seller's acceptance matters,potential non-conformity,,False,False,Legal brief #7: Influencers as sellers - non-conformity issues with goods and services,E50-Q1: these products need to comply with certain standards. [Legal brief #7: Influencers as sellers - non-conformity issues with goods and services],particular purpose communicated -> E50-Q1,,,
E51,Influencers as Sellers,medium,conceptual,What does 'non-conformity' mean in the seller context?,It concerns goods or services not meeting the contractual or applicable conformity expectations.,product/service must meet contractual expectations,non-conformity,,False,False,Legal brief #7: Influencers as sellers - non-conformity issues with goods and services,E51-Q1: these products need to comply with certain standards. [Legal brief #7: Influencers as sellers - non-conformity issues with goods and services],product/service must meet contractual expectations -> E51-Q1,,,
E52,Influencers as Sellers,hard,scenario_application,"If a seller provides the wrong quantity of goods, can that be relevant to conformity?",Yes. Quantity is expressly included among the characteristics that goods must meet under the sales contract.,quantity is a conformity requirement,yes,,False,False,Legal brief #7: Influencers as sellers - non-conformity issues with goods and services,E52-Q1: these products need to comply with certain standards. [Legal brief #7: Influencers as sellers - non-conformity issues with goods and services],quantity is a conformity requirement -> E52-Q1,,,
E53,Influencers as Sellers,medium,scenario_application,A digital product is incompatible with the functionality promised to the consumer. What broad issue should the influencer consider?,The influencer should consider whether the digital product/service meets the agreed requirements and expectations.,functionality can be part of conformity | contract terms matter,potential non-conformity,,False,False,Legal brief #7: Influencers as sellers - non-conformity issues with goods and services,E53-Q1: these products need to comply with certain standards. [Legal brief #7: Influencers as sellers - non-conformity issues with goods and services],functionality can be part of conformity -> E53-Q1,,,
E54,Influencers as Sellers,hard,decision_support,What should an influencer check before launching a product that they describe in detail on social media?,They should ensure the product actually matches the descriptions and features they communicate to consumers.,marketing claims should match the product | conformity,verify claims before sale,,False,False,Legal brief #7: Influencers as sellers - non-conformity issues with goods and services,E54-Q1: these products need to comply with certain standards. [Legal brief #7: Influencers as sellers - non-conformity issues with goods and services],marketing claims should match the product -> E54-Q1,description | features | quality,do not promise features the product lacks,
E55,Influencers as Sellers,medium,fact_retrieval,Why does the Hub connect product quality with an influencer's reputation?,"It notes that poor-quality products can cause negative reviews and reduced sales, in addition to legal problems.",quality has legal and business consequences,quality matters,,False,False,Legal brief #7: Influencers as sellers - non-conformity issues with goods and services,E55-Q1: these products need to comply with certain standards. [Legal brief #7: Influencers as sellers - non-conformity issues with goods and services],quality has legal and business consequences -> E55-Q1,,,
E56,Influencers as Sellers,hard,comparison,How is a seller's obligation different from simply making a sponsored post?,Selling involves consumer-contract and conformity obligations in addition to advertising-related duties.,selling triggers seller obligations | advertising and selling are distinct legal roles,different obligations,,False,False,Legal brief #7: Influencers as sellers - non-conformity issues with goods and services,E56-Q1: these products need to comply with certain standards. [Legal brief #7: Influencers as sellers - non-conformity issues with goods and services],selling triggers seller obligations -> E56-Q1,,,
E57,Influencers as Sellers,hard,scenario_application,An influencer sells a service that does not match what was promised in the contract. Can the same conformity logic be relevant to services?,Yes. The seller training covers goods and services and stresses that consumers should receive what was promised.,services are also covered | promised performance matters,potentially yes,,False,False,Legal brief #7: Influencers as sellers - non-conformity issues with goods and services,E57-Q1: these products need to comply with certain standards. [Legal brief #7: Influencers as sellers - non-conformity issues with goods and services],services are also covered -> E57-Q1,,,
E58,Influencers as Sellers,medium,fact_retrieval,Why should a seller make sure product descriptions are accurate?,The Hub explains that goods should correspond to what was advertised and agreed with the consumer.,description is part of conformity | advertising and contract expectations connect,yes,,False,False,Legal brief #7: Influencers as sellers - non-conformity issues with goods and services,E58-Q1: these products need to comply with certain standards. [Legal brief #7: Influencers as sellers - non-conformity issues with goods and services],description is part of conformity -> E58-Q1,,,
F59,Consumer Contracts,easy,fact_retrieval,What EU instrument does Legal Brief #8 identify as setting information duties for online consumer contracts?,The Consumer Rights Directive is identified as the source of the information duties discussed.,Consumer Rights Directive | online contracts,Consumer Rights Directive,,False,False,Legal brief #8: Influencers as sellers - information duties and consumer contracts,F59-Q1: you need to know about what information you must share with your audience [Legal brief #8: Influencers as sellers - information duties and consumer contracts],Consumer Rights Directive -> F59-Q1,,,
F60,Consumer Contracts,easy,fact_retrieval,What kinds of contracts are especially covered by the information rules discussed in Brief #8?,The rules apply in particular to contracts concluded online or outside business premises.,online contracts | off-premises contracts,yes,,False,False,Legal brief #8: Influencers as sellers - information duties and consumer contracts,F60-Q1: you need to know about what information you must share with your audience [Legal brief #8: Influencers as sellers - information duties and consumer contracts],online contracts -> F60-Q1,,,
F61,Consumer Contracts,medium,fact_retrieval,What information about the trader's identity should an influencer provide when selling online?,"The list includes the trader's identity/trading name and contact information, including a geographical address and available communication details.",identity/trading name | contact details | geographical address,provide required information,,False,False,Legal brief #8: Influencers as sellers - information duties and consumer contracts,F61-Q1: you need to know about what information you must share with your audience [Legal brief #8: Influencers as sellers - information duties and consumer contracts],identity/trading name -> F61-Q1,,,
F62,Consumer Contracts,medium,fact_retrieval,Does the Hub mention the total price as part of the information duties?,"Yes. The list includes the total price including taxes and, where applicable, additional charges or how the price is calculated.",total price | taxes/additional charges,yes,,False,False,Legal brief #8: Influencers as sellers - information duties and consumer contracts,F62-Q1: you need to know about what information you must share with your audience [Legal brief #8: Influencers as sellers - information duties and consumer contracts],total price -> F62-Q1,,,
F63,Consumer Contracts,medium,scenario_application,I sell an online coaching course but do not explain what the coaching includes. What information duty could this raise?,The Hub gives coaching as an example and says sellers need to indicate the main features of goods or services.,main features of services | coaching description,potential issue,,False,False,Legal brief #8: Influencers as sellers - information duties and consumer contracts,F63-Q1: you need to know about what information you must share with your audience [Legal brief #8: Influencers as sellers - information duties and consumer contracts],main features of services -> F63-Q1,,,
F64,Consumer Contracts,medium,scenario_application,Can an influencer who works from home simply omit their geographical address because it is inconvenient?,"The Hub says the geographical address must be shared, while acknowledging privacy concerns and suggesting consideration of alternatives such as a business address where available.",geographical address is an information duty | privacy concerns do not automatically remove the duty,not automatically,,False,False,Legal brief #8: Influencers as sellers - information duties and consumer contracts,F64-Q1: you need to know about what information you must share with your audience [Legal brief #8: Influencers as sellers - information duties and consumer contracts],geographical address is an information duty -> F64-Q1,,,
F65,Consumer Contracts,hard,fact_retrieval,What information does the Hub mention about withdrawal rights?,"Where a withdrawal right exists, consumers should receive information about conditions, time limits and procedures, including the model withdrawal form where applicable.",withdrawal conditions | time limit and procedures | model form,depends on the contract,,False,False,Legal brief #8: Influencers as sellers - information duties and consumer contracts,F65-Q1: you need to know about what information you must share with your audience [Legal brief #8: Influencers as sellers - information duties and consumer contracts],withdrawal conditions -> F65-Q1,,,
